EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,JobLevel,EducationField,Education,MonthlyIncome,PercentSalaryHike,StockOptionLevel,OverTime,BusinessTravel,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,TrainingTimesLastYear,NumCompaniesWorked,YearsAtCompany,YearsWithCurrManager,TotalWorkingYears,Attrition,AttritionLabel
1370,21,Male,Divorced,Sales,Sales Executive,1,Technical Degree,3,7209,13,2,No,Travel_Rarely,29,1,1,3,3,3,5,32,28,4,0,No
1371,56,Male,Married,Sales,Sales Representative,1,Life Sciences,4,9380,12,2,No,Travel_Rarely,26,2,3,1,3,0,0,15,9,37,0,No
1372,57,Male,Married,Sales,Sales Representative,2,Life Sciences,4,17624,14,1,No,Non-Travel,14,2,2,1,3,1,6,28,25,36,0,No
1373,34,Male,Married,Sales,Sales Representative,4,Medical,4,19310,23,0,No,Travel_Rarely,7,1,1,2,4,1,3,8,3,14,0,No
1374,54,Female,Married,Research & Development,Research Scientist,2,Other,4,9543,22,0,No,Travel_Rarely,29,4,3,3,3,0,4,32,13,35,0,No
1375,56,Male,Divorced,Sales,Manager,3,Other,2,3632,12,2,No,Travel_Rarely,20,2,1,1,3,0,5,28,17,36,0,No
1376,46,Male,Married,Sales,Sales Representative,1,Life Sciences,3,9655,14,2,Yes,Travel_Frequently,6,4,2,2,4,4,0,12,10,31,0,No
1377,53,Female,Married,Research & Development,Healthcare Representative,4,Marketing,4,14552,15,1,No,Travel_Rarely,7,3,2,2,3,0,8,20,0,32,0,No
1378,55,Male,Divorced,Sales,Sales Executive,4,Technical Degree,3,13826,12,2,Yes,Travel_Rarely,5,4,2,2,3,0,9,20,15,40,0,No
1379,56,Male,Married,Research & Development,Healthcare Representative,4,Life Sciences,2,19669,22,0,No,Travel_Rarely,21,1,2,3,3,5,3,4,2,38,1,Yes
1380,54,Male,Single,Sales,Sales Executive,1,Medical,2,5506,18,1,No,Travel_Frequently,18,3,2,3,3,5,7,9,6,36,0,No
1381,52,Male,Single,Sales,Manager,2,Medical,1,8942,11,1,No,Travel_Rarely,23,2,1,2,3,1,4,5,4,34,0,No
1382,24,Female,Divorced,Research & Development,Laboratory Technician,1,Life Sciences,1,19528,13,0,No,Travel_Rarely,12,2,1,3,3,5,7,12,8,4,0,No
1383,44,Male,Married,Research & Development,Research Scientist,2,Marketing,3,7736,17,0,No,Travel_Rarely,6,3,1,3,3,0,0,0,0,25,0,No
1384,45,Female,Married,Research & Development,Healthcare Representative,3,Life Sciences,1,13165,20,1,No,Travel_Rarely,27,4,1,1,3,2,7,19,3,25,0,No
1385,39,Male,Divorced,Research & Development,Research Scientist,3,Life Sciences,4,18958,11,2,No,Travel_Rarely,1,2,3,2,3,0,3,7,4,24,0,No
1386,31,Male,Married,Research & Development,Research Scientist,2,Life Sciences,3,17701,23,0,No,Travel_Rarely,4,1,3,2,4,4,1,9,4,14,1,Yes
1387,24,Female,Single,Sales,Manager,3,Marketing,2,9636,21,1,No,Travel_Rarely,19,3,1,3,3,3,5,8,4,9,0,No
1388,54,Male,Married,Sales,Sales Representative,3,Medical,2,9377,12,2,No,Travel_Rarely,12,1,3,2,4,1,1,2,1,35,0,No
1389,39,Female,Married,Research & Development,Research Scientist,4,Medical,4,17531,13,2,Yes,Travel_Frequently,15,3,3,2,3,5,4,10,8,24,1,Yes
1390,22,Male,Married,Research & Development,Research Scientist,4,Medical,1,17586,24,1,No,Travel_Frequently,3,2,2,2,3,2,1,11,9,7,0,No
1391,19,Male,Single,Human Resources,Manager,1,Life Sciences,3,16586,24,0,No,Travel_Rarely,23,4,1,3,3,3,2,9,2,0,0,No
1392,44,Female,Single,Research & Development,Research Scientist,1,Human Resources,3,14481,12,2,No,Travel_Frequently,27,3,3,3,3,2,5,24,5,28,0,No
1393,38,Male,Divorced,Research & Development,Research Scientist,1,Medical,4,1951,12,0,Yes,Travel_Rarely,28,3,3,3,3,1,0,24,23,20,1,Yes
1394,55,Female,Divorced,Research & Development,Laboratory Technician,4,Life Sciences,1,5629,22,1,No,Travel_Rarely,26,1,1,1,3,5,5,10,10,36,0,No
1395,32,Male,Married,Sales,Sales Representative,1,Life Sciences,3,17204,21,0,Yes,Travel_Frequently,20,2,2,2,3,4,2,35,28,13,0,No
1396,38,Female,Divorced,Human Resources,Manager,1,Life Sciences,4,12163,16,2,No,Non-Travel,28,1,1,1,3,1,6,38,2,20,0,No
1397,27,Male,Married,Research & Development,Research Scientist,4,Human Resources,3,7362,17,1,No,Travel_Rarely,8,2,2,3,4,2,1,25,0,12,0,No
1398,40,Female,Divorced,Research & Development,Research Scientist,2,Medical,2,10154,16,2,No,Travel_Rarely,11,1,3,1,3,2,5,13,3,19,0,No
1399,56,Female,Single,Research & Development,Research Scientist,4,Marketing,3,10503,21,2,Yes,Travel_Rarely,16,3,2,2,3,1,7,38,18,36,0,No
1400,22,Male,Married,Research & Development,Manufacturing Director,2,Life Sciences,3,14571,16,1,No,Travel_Rarely,9,1,2,2,3,0,0,39,21,2,0,No
1401,18,Male,Married,Sales,Manager,4,Medical,3,3889,19,1,No,Travel_Rarely,3,4,1,3,4,1,8,0,0,3,1,Yes
1402,30,Female,Single,Human Resources,Manager,1,Human Resources,1,1554,18,0,No,Travel_Rarely,5,2,3,3,3,5,4,3,1,15,1,Yes
1403,38,Male,Married,Research & Development,Manufacturing Director,3,Life Sciences,1,15141,24,1,No,Travel_Frequently,20,2,1,1,4,5,4,29,16,22,0,No
1404,43,Female,Divorced,Research & Development,Healthcare Representative,3,Medical,4,14313,18,0,Yes,Travel_Rarely,14,3,1,3,3,4,4,11,8,24,0,No
1405,38,Female,Married,Sales,Sales Executive,2,Other,1,2936,16,1,No,Travel_Frequently,28,2,3,1,3,1,5,34,13,20,0,No
1406,35,Female,Divorced,Research & Development,Manufacturing Director,2,Marketing,3,17397,15,2,No,Travel_Rarely,26,4,1,2,3,3,1,12,11,20,0,No
1407,54,Male,Married,Research & Development,Laboratory Technician,2,Life Sciences,3,12682,19,0,No,Travel_Rarely,15,1,1,2,3,5,5,30,15,39,1,Yes
1408,49,Male,Married,Sales,Manager,3,Life Sciences,1,16381,22,1,Yes,Travel_Rarely,6,3,2,2,4,5,3,37,32,32,0,No
1409,53,Male,Married,Human Resources,Human Resources,2,Life Sciences,1,3672,12,0,No,Travel_Rarely,27,4,1,2,3,5,7,22,12,32,0,No
1410,34,Male,Single,Sales,Sales Representative,4,Technical Degree,3,16042,17,0,No,Non-Travel,26,2,3,2,4,0,8,3,1,14,0,No
1411,52,Male,Married,Sales,Sales Executive,4,Medical,3,10474,16,0,No,Travel_Rarely,4,2,1,1,3,3,8,15,0,31,0,No
1412,28,Female,Married,Human Resources,Manager,3,Other,2,4335,17,2,Yes,Non-Travel,8,4,2,2,3,1,7,6,3,7,1,Yes
1413,38,Male,Divorced,Human Resources,Human Resources,4,Life Sciences,4,4668,22,1,No,Travel_Rarely,19,1,1,1,3,0,2,21,18,22,0,No
1414,43,Female,Married,Research & Development,Healthcare Representative,2,Medical,1,18524,14,1,Yes,Travel_Frequently,27,1,1,2,3,5,9,28,5,22,1,Yes
1415,21,Female,Married,Research & Development,Manufacturing Director,3,Life Sciences,4,5772,19,0,No,Non-Travel,5,3,1,1,3,3,3,10,6,3,0,No
1416,51,Female,Single,Research & Development,Laboratory Technician,2,Life Sciences,3,11837,17,1,No,Travel_Rarely,13,2,2,1,3,3,0,32,32,35,0,No
1417,35,Male,Divorced,Sales,Sales Representative,4,Life Sciences,4,15829,12,2,No,Travel_Rarely,16,4,3,1,3,0,8,28,0,20,0,No
1418,57,Male,Married,Sales,Sales Executive,2,Life Sciences,1,12230,23,0,No,Travel_Rarely,1,1,3,3,3,5,4,38,28,39,1,Yes
1419,52,Male,Divorced,Research & Development,Healthcare Representative,3,Technical Degree,1,12220,14,2,No,Travel_Rarely,13,3,2,1,3,0,5,11,4,36,1,Yes
1420,58,Male,Married,Research & Development,Healthcare Representative,2,Life Sciences,4,14578,15,2,Yes,Travel_Rarely,22,2,2,1,3,2,2,6,5,40,1,Yes
1421,46,Female,Married,Research & Development,Laboratory Technician,4,Medical,1,6101,12,1,No,Travel_Rarely,11,2,1,2,3,5,9,38,30,30,0,No
1422,46,Female,Married,Research & Development,Research Scientist,1,Human Resources,2,7031,20,1,No,Non-Travel,21,3,3,1,3,0,7,25,15,30,0,No
1423,55,Male,Married,Sales,Sales Representative,3,Other,3,13578,18,0,No,Travel_Rarely,8,3,2,1,3,1,6,39,30,36,0,No
1424,59,Male,Married,Research & Development,Laboratory Technician,2,Life Sciences,3,14524,11,2,No,Travel_Rarely,25,1,3,3,4,5,0,8,8,41,0,No
1425,38,Male,Married,Sales,Manager,3,Human Resources,1,7168,13,1,Yes,Travel_Rarely,8,4,1,2,3,4,9,33,32,19,1,Yes
1426,59,Female,Married,Research & Development,Manufacturing Director,2,Life Sciences,3,14232,24,0,No,Travel_Rarely,24,2,2,3,3,5,4,12,12,44,0,No
1427,30,Female,Divorced,Research & Development,Healthcare Representative,1,Medical,2,9454,11,0,Yes,Travel_Rarely,28,4,3,3,3,2,9,35,9,14,1,Yes
1428,58,Male,Single,Research & Development,Research Scientist,4,Technical Degree,1,12031,15,1,No,Travel_Rarely,14,2,3,3,3,0,8,24,23,38,1,Yes
1429,34,Male,Married,Research & Development,Healthcare Representative,2,Technical Degree,2,4053,18,2,No,Travel_Rarely,13,2,1,1,3,4,5,23,9,18,1,Yes
1430,26,Female,Single,Sales,Sales Executive,2,Technical Degree,2,10621,17,0,No,Travel_Rarely,3,4,2,3,3,2,7,16,8,6,0,No
1431,58,Male,Single,Sales,Sales Executive,1,Technical Degree,3,6645,19,1,No,Travel_Rarely,4,3,3,3,3,1,9,1,0,38,0,No
1432,18,Female,Married,Research & Development,Laboratory Technician,3,Life Sciences,3,12602,12,0,No,Travel_Rarely,27,1,1,2,3,5,0,12,12,0,0,No
1433,19,Male,Single,Research & Development,Laboratory Technician,4,Medical,4,17188,22,1,No,Travel_Frequently,20,2,3,2,3,4,9,30,2,0,0,No
1434,46,Male,Married,Sales,Sales Executive,2,Life Sciences,2,3901,18,0,No,Travel_Rarely,15,3,1,2,3,0,6,28,26,28,0,No
1435,50,Male,Single,Sales,Sales Representative,2,Medical,3,6821,18,2,No,Travel_Rarely,15,2,3,2,3,0,2,27,17,33,0,No
1436,27,Female,Single,Research & Development,Healthcare Representative,4,Life Sciences,2,1663,24,0,Yes,Travel_Rarely,27,1,3,3,3,1,8,26,19,9,0,No
1437,57,Male,Single,Sales,Manager,1,Life Sciences,4,18152,16,1,No,Travel_Rarely,21,2,1,2,3,2,5,14,1,42,0,No
1438,38,Male,Single,Research & Development,Laboratory Technician,3,Technical Degree,2,2807,13,1,No,Travel_Rarely,13,1,2,1,3,4,4,30,16,21,1,Yes
1439,45,Male,Divorced,Research & Development,Healthcare Representative,4,Human Resources,1,6168,12,1,No,Travel_Rarely,9,1,1,3,3,1,7,39,27,27,0,No
1440,28,Male,Married,Sales,Manager,3,Medical,4,12627,24,2,No,Travel_Rarely,28,2,2,2,4,2,7,14,2,13,0,No
1441,51,Female,Divorced,Sales,Sales Executive,1,Medical,4,9455,18,1,No,Non-Travel,25,2,3,3,3,3,2,32,22,31,0,No
1442,25,Female,Single,Human Resources,Manager,1,Marketing,2,4832,16,1,Yes,Travel_Rarely,10,1,3,2,3,3,1,19,12,4,1,Yes
1443,39,Male,Divorced,Research & Development,Research Scientist,4,Medical,2,17108,14,2,No,Travel_Rarely,29,3,1,3,3,2,1,11,0,23,0,No
1444,25,Female,Married,Research & Development,Manufacturing Director,2,Other,3,19269,15,1,No,Travel_Frequently,12,4,1,2,3,0,4,36,33,8,0,No
1445,32,Male,Single,Research & Development,Research Scientist,1,Life Sciences,1,8796,15,1,No,Non-Travel,14,1,2,1,3,0,9,8,0,11,0,No
1446,34,Male,Married,Human Resources,Manager,1,Medical,4,12205,23,2,No,Travel_Rarely,1,2,2,2,3,3,6,22,4,14,0,No
1447,40,Female,Married,Human Resources,Human Resources,4,Human Resources,4,7389,19,0,No,Travel_Rarely,14,2,2,3,4,0,7,7,7,23,0,No
1448,41,Male,Married,Research & Development,Manufacturing Director,4,Human Resources,4,18401,23,1,Yes,Travel_Rarely,14,3,1,3,3,0,9,31,2,20,1,Yes
1449,36,Male,Married,Research & Development,Research Scientist,4,Medical,3,10711,23,0,No,Travel_Rarely,8,4,3,1,3,2,7,13,12,18,0,No
1450,22,Male,Married,Sales,Manager,1,Life Sciences,1,19901,19,2,No,Travel_Frequently,16,1,1,3,3,5,7,26,6,7,0,No
1451,49,Female,Married,Research & Development,Research Scientist,3,Technical Degree,4,3691,18,1,Yes,Travel_Rarely,14,1,3,1,4,2,9,24,23,29,1,Yes
1452,18,Male,Married,Research & Development,Research Scientist,1,Medical,4,1998,18,1,Yes,Travel_Rarely,1,4,1,3,3,0,2,12,5,0,1,Yes
1453,40,Male,Divorced,Research & Development,Research Scientist,4,Marketing,3,13485,22,2,Yes,Travel_Rarely,16,1,1,3,4,2,1,20,12,22,0,No
1454,54,Female,Married,Human Resources,Human Resources,2,Medical,2,9455,12,1,No,Non-Travel,18,4,2,1,3,4,3,30,28,34,0,No
1455,25,Female,Married,Sales,Manager,2,Life Sciences,4,5720,24,0,No,Travel_Rarely,7,2,3,3,3,3,0,36,22,8,0,No
1456,30,Female,Married,Research & Development,Laboratory Technician,4,Life Sciences,1,7488,13,0,Yes,Travel_Rarely,15,4,1,3,3,5,2,4,3,14,0,No
1457,25,Male,Married,Sales,Sales Executive,2,Medical,1,14170,24,2,No,Travel_Rarely,24,1,1,1,4,4,8,12,1,6,0,No
1458,40,Male,Married,Research & Development,Research Scientist,1,Life Sciences,1,15644,18,1,Yes,Travel_Rarely,17,4,3,2,4,4,6,27,23,21,0,No
1459,18,Male,Single,Sales,Sales Executive,3,Life Sciences,1,9084,23,1,No,Travel_Rarely,19,3,1,1,3,0,6,24,20,2,1,Yes
1460,41,Female,Married,Sales,Sales Executive,1,Medical,3,2016,15,2,Yes,Travel_Rarely,23,2,3,3,3,0,0,34,6,21,0,No
1461,52,Female,Married,Sales,Sales Executive,4,Medical,4,8697,17,0,No,Travel_Rarely,13,2,2,2,3,4,6,38,32,33,1,Yes
1462,41,Female,Married,Research & Development,Research Scientist,1,Life Sciences,3,11772,24,0,No,Non-Travel,9,4,2,2,3,4,9,6,4,25,0,No
1463,34,Male,Married,Research & Development,Research Scientist,2,Life Sciences,1,4917,18,2,No,Travel_Rarely,24,1,3,2,3,1,6,37,27,13,0,No
1464,22,Male,Married,Research & Development,Laboratory Technician,1,Other,1,12966,16,1,No,Travel_Frequently,24,3,2,1,3,1,3,31,28,6,0,No
1465,37,Male,Divorced,Human Resources,Manager,3,Life Sciences,1,5388,15,0,No,Non-Travel,15,2,3,2,4,3,6,2,2,20,0,No
1466,38,Male,Married,Research & Development,Healthcare Representative,2,Life Sciences,3,17491,18,1,No,Travel_Rarely,25,2,1,2,3,4,7,38,3,23,1,Yes
1467,57,Male,Married,Sales,Sales Executive,3,Life Sciences,1,1886,11,0,Yes,Travel_Rarely,26,1,1,2,3,2,2,36,33,41,0,No
1468,48,Female,Married,Research & Development,Research Scientist,3,Technical Degree,4,16594,11,1,Yes,Travel_Rarely,3,1,3,3,3,5,9,21,4,30,1,Yes
1469,53,Male,Single,Sales,Sales Representative,3,Medical,1,19261,11,0,No,Travel_Rarely,24,3,1,1,3,1,1,7,0,35,0,No
1470,28,Male,Divorced,Human Resources,Manager,1,Life Sciences,4,18781,13,1,Yes,Travel_Rarely,1,4,2,1,3,0,6,16,4,13,1,Yes
1471,32,Female,Married,Sales,Sales Executive,1,Life Sciences,4,19808,20,2,No,Non-Travel,16,1,1,3,3,4,4,26,5,12,0,No
1472,36,Male,Married,Human Resources,Human Resources,1,Marketing,1,3646,23,0,No,Travel_Rarely,8,4,1,2,3,2,4,32,25,18,0,No
1473,24,Female,Married,Sales,Sales Representative,1,Marketing,3,8251,22,2,No,Non-Travel,29,3,3,3,3,5,4,16,0,3,0,No
1474,45,Female,Single,Research & Development,Laboratory Technician,2,Medical,2,10266,16,0,No,Non-Travel,23,4,2,3,4,2,6,11,3,29,0,No
1475,22,Male,Divorced,Research & Development,Healthcare Representative,1,Life Sciences,2,9622,16,0,Yes,Travel_Rarely,13,2,1,2,3,2,8,26,6,7,1,Yes
1476,22,Female,Divorced,Human Resources,Manager,2,Life Sciences,4,3892,15,0,Yes,Travel_Rarely,8,4,1,2,3,0,7,7,5,1,0,No
1477,47,Male,Married,Sales,Sales Executive,3,Medical,3,2213,23,1,No,Travel_Rarely,17,3,3,1,3,1,5,22,0,27,1,Yes
1478,49,Male,Single,Research & Development,Laboratory Technician,2,Marketing,2,17937,23,0,No,Travel_Rarely,22,3,3,2,3,2,6,28,0,31,0,No
1479,25,Male,Married,Human Resources,Manager,4,Life Sciences,1,12840,24,2,Yes,Travel_Rarely,23,3,2,3,3,5,8,19,7,10,0,No
1480,27,Male,Single,Research & Development,Research Scientist,1,Medical,1,16473,17,1,No,Travel_Rarely,14,4,1,3,3,1,5,15,3,8,0,No
1481,55,Male,Married,Research & Development,Healthcare Representative,4,Life Sciences,4,18616,15,1,No,Travel_Rarely,27,2,3,2,3,3,0,16,15,39,0,No
1482,49,Male,Married,Research & Development,Healthcare Representative,2,Medical,3,15003,24,0,No,Travel_Rarely,21,1,3,1,4,0,3,15,4,30,1,Yes
1483,45,Male,Single,Research & Development,Healthcare Representative,1,Medical,3,7529,12,1,Yes,Travel_Rarely,21,2,3,3,3,1,7,18,12,28,0,No
1484,34,Male,Married,Research & Development,Manufacturing Director,4,Human Resources,2,1663,14,0,Yes,Travel_Rarely,7,4,2,2,3,1,6,7,6,14,1,Yes
1485,48,Female,Married,Research & Development,Research Scientist,1,Medical,2,19839,11,2,No,Travel_Frequently,27,4,3,1,4,2,2,37,25,31,0,No
1486,25,Female,Divorced,Human Resources,Manager,2,Medical,1,9421,17,1,Yes,Travel_Rarely,15,1,2,1,3,5,9,37,22,6,0,No
1487,57,Female,Married,Sales,Sales Executive,4,Life Sciences,4,4675,14,1,No,Non-Travel,16,4,2,3,3,2,2,28,17,38,0,No
1488,42,Male,Married,Sales,Sales Executive,2,Life Sciences,3,5286,23,2,No,Travel_Rarely,19,3,1,3,3,5,2,35,30,23,0,No
1489,26,Female,Married,Human Resources,Manager,4,Life Sciences,2,19962,14,2,No,Travel_Rarely,6,3,1,1,4,0,0,25,19,9,0,No
1490,19,Female,Divorced,Research & Development,Research Scientist,3,Life Sciences,2,6524,23,0,No,Travel_Rarely,23,3,2,1,3,1,9,30,9,4,1,Yes
1491,32,Male,Married,Research & Development,Healthcare Representative,3,Life Sciences,4,10214,14,1,Yes,Travel_Rarely,1,3,1,1,4,4,0,11,11,12,1,Yes
1492,20,Male,Married,Research & Development,Research Scientist,3,Other,4,16207,13,2,No,Non-Travel,12,3,1,2,3,5,5,16,0,4,1,Yes
1493,53,Female,Single,Sales,Sales Representative,3,Medical,1,4994,18,1,No,Travel_Rarely,18,4,3,3,3,5,0,14,9,38,0,No
1494,21,Female,Married,Sales,Manager,3,Life Sciences,4,14144,14,2,No,Travel_Frequently,16,1,1,1,3,2,4,8,8,5,0,No
1495,31,Female,Divorced,Research & Development,Manufacturing Director,2,Life Sciences,1,9176,18,1,Yes,Travel_Frequently,12,1,2,3,3,2,3,38,2,10,0,No
1496,58,Female,Married,Research & Development,Laboratory Technician,3,Life Sciences,1,8457,19,2,Yes,Travel_Rarely,20,3,1,3,3,3,4,11,11,37,0,No
1497,58,Female,Single,Research & Development,Healthcare Representative,2,Life Sciences,4,4690,11,1,No,Non-Travel,13,4,3,3,3,5,6,31,18,39,0,No
1498,42,Male,Married,Sales,Sales Executive,3,Life Sciences,4,17965,14,0,No,Non-Travel,8,2,2,1,3,0,5,24,8,22,0,No
1499,27,Male,Single,Human Resources,Human Resources,1,Medical,4,10533,16,1,No,Travel_Rarely,27,2,1,2,3,1,8,38,15,7,0,No
1500,38,Female,Divorced,Human Resources,Manager,3,Human Resources,4,5762,18,0,Yes,Travel_Rarely,29,4,2,1,3,1,5,17,17,20,0,No
1501,53,Male,Married,Research & Development,Manufacturing Director,1,Medical,4,8091,24,0,No,Travel_Frequently,26,3,1,3,3,1,8,14,13,35,1,Yes
1502,29,Male,Married,Research & Development,Laboratory Technician,2,Medical,1,5011,16,0,No,Travel_Rarely,22,1,3,1,3,5,3,31,28,14,0,No
1503,44,Male,Married,Sales,Manager,3,Technical Degree,2,6638,22,1,No,Travel_Rarely,1,4,1,1,3,2,0,5,2,27,0,No
1504,57,Female,Divorced,Research & Development,Healthcare Representative,4,Life Sciences,3,13287,16,1,No,Travel_Rarely,26,2,2,3,3,0,0,34,33,39,0,No
1505,19,Male,Divorced,Research & Development,Manufacturing Director,2,Life Sciences,3,9426,20,0,Yes,Travel_Rarely,21,2,2,3,3,1,9,33,32,4,0,No
1506,30,Female,Single,Sales,Sales Representative,3,Medical,1,3006,14,2,No,Travel_Rarely,7,2,2,1,3,5,6,37,23,14,0,No
1507,49,Male,Divorced,Human Resources,Human Resources,2,Marketing,1,9972,19,1,Yes,Non-Travel,15,3,1,1,3,4,2,4,0,33,0,No
1508,48,Male,Divorced,Research & Development,Research Scientist,4,Medical,2,16793,17,1,No,Travel_Rarely,29,2,1,1,3,3,1,17,12,33,1,Yes
1509,33,Female,Married,Human Resources,Manager,3,Life Sciences,4,5533,24,1,No,Travel_Frequently,22,4,1,1,3,3,5,15,1,16,1,Yes
1510,49,Male,Divorced,Research & Development,Research Scientist,4,Human Resources,1,4416,21,1,No,Non-Travel,13,4,3,2,4,1,5,7,6,28,0,No
1511,49,Male,Married,Research & Development,Research Scientist,3,Life Sciences,3,7740,16,0,No,Travel_Rarely,13,2,3,1,3,2,6,24,15,30,0,No
1512,51,Male,Divorced,Research & Development,Healthcare Representative,1,Technical Degree,4,8804,11,2,Yes,Travel_Rarely,28,4,3,2,3,3,4,31,30,31,0,No
1513,28,Male,Single,Human Resources,Manager,2,Human Resources,1,12341,12,2,No,Travel_Rarely,9,2,2,3,3,3,7,25,20,7,0,No
1514,27,Male,Married,Research & Development,Laboratory Technician,4,Life Sciences,4,3920,22,2,No,Travel_Rarely,24,2,2,2,3,3,6,21,18,12,0,No
1515,32,Male,Single,Sales,Manager,2,Technical Degree,3,19808,16,2,Yes,Travel_Frequently,15,1,2,3,3,3,1,30,24,16,1,Yes
1516,34,Female,Divorced,Sales,Sales Representative,4,Marketing,4,17643,21,0,Yes,Travel_Rarely,4,3,2,2,3,1,0,9,5,13,0,No
1517,57,Male,Divorced,Research & Development,Healthcare Representative,2,Human Resources,1,16203,11,1,No,Travel_Rarely,13,3,2,3,3,5,8,11,10,40,0,No
1518,35,Male,Married,Research & Development,Healthcare Representative,2,Life Sciences,1,5960,21,1,Yes,Non-Travel,27,1,1,1,3,0,4,27,0,16,0,No
1519,26,Male,Married,Human Resources,Human Resources,2,Human Resources,3,9107,15,0,No,Travel_Rarely,12,1,2,2,3,0,4,5,4,10,1,Yes
1520,42,Male,Married,Sales,Sales Executive,1,Life Sciences,2,17126,11,1,No,Travel_Rarely,5,3,1,2,3,2,9,19,6,25,0,No
1521,57,Male,Married,Research & Development,Manufacturing Director,3,Technical Degree,2,9111,23,0,No,Travel_Rarely,7,2,3,3,3,5,3,4,3,42,0,No
1522,31,Female,Married,Research & Development,Research Scientist,1,Medical,4,6574,13,2,Yes,Non-Travel,8,2,3,3,3,4,1,22,7,10,0,No
1523,42,Female,Married,Human Resources,Manager,2,Life Sciences,1,2182,22,0,No,Travel_Rarely,5,3,3,2,3,0,4,8,4,22,1,Yes
1524,39,Male,Single,Research & Development,Research Scientist,4,Life Sciences,1,9633,22,1,No,Travel_Rarely,9,2,3,3,3,4,1,28,8,21,0,No
1525,47,Female,Single,Research & Development,Research Scientist,2,Life Sciences,3,15403,22,1,Yes,Travel_Frequently,14,1,3,1,3,0,6,15,8,30,1,Yes
1526,37,Male,Married,Research & Development,Healthcare Representative,3,Life Sciences,3,14265,17,1,No,Travel_Rarely,26,2,2,2,3,0,8,21,0,21,0,No
1527,38,Female,Married,Research & Development,Laboratory Technician,1,Life Sciences,1,1844,15,2,No,Non-Travel,12,2,2,1,3,2,8,7,1,17,0,No
1528,49,Male,Divorced,Sales,Manager,3,Life Sciences,3,19655,22,0,No,Travel_Rarely,4,4,2,2,3,3,5,19,18,31,0,No
1529,38,Male,Single,Sales,Manager,4,Life Sciences,2,12833,20,0,Yes,Travel_Frequently,20,4,3,1,3,2,0,13,13,20,0,No
1530,52,Male,Single,Research & Development,Manufacturing Director,3,Medical,2,5576,11,1,No,Travel_Rarely,29,4,3,2,3,0,5,38,19,31,1,Yes
1531,49,Male,Married,Research & Development,Research Scientist,1,Medical,4,4824,11,0,Yes,Travel_Rarely,8,2,1,3,3,5,4,36,28,30,0,No
1532,47,Female,Married,Human Resources,Manager,4,Technical Degree,3,17639,18,1,Yes,Travel_Frequently,17,3,2,2,3,3,3,33,5,26,0,No
1533,56,Male,Married,Human Resources,Manager,3,Medical,4,3438,21,0,No,Travel_Rarely,8,1,3,1,3,5,5,10,0,40,0,No
1534,29,Male,Married,Research & Development,Manufacturing Director,1,Life Sciences,3,10191,24,2,No,Travel_Rarely,21,2,3,2,3,5,5,39,24,14,0,No
1535,58,Female,Married,Research & Development,Manufacturing Director,1,Medical,3,10127,23,2,Yes,Travel_Rarely,29,3,3,1,3,5,5,32,3,38,1,Yes
1536,35,Male,Married,Human Resources,Manager,2,Marketing,2,12639,19,0,Yes,Travel_Rarely,27,2,1,1,3,3,1,30,29,19,1,Yes
1537,38,Female,Single,Research & Development,Manufacturing Director,3,Life Sciences,1,3616,17,2,Yes,Travel_Rarely,1,1,3,1,3,5,6,33,19,23,0,No
1538,30,Male,Married,Sales,Sales Representative,4,Medical,3,6939,23,2,Yes,Travel_Rarely,20,2,1,3,3,3,3,6,2,12,0,No
1539,38,Male,Single,Research & Development,Healthcare Representative,2,Medical,3,5031,13,2,Yes,Travel_Rarely,2,1,1,2,3,4,8,22,22,18,0,No
1540,25,Male,Single,Sales,Sales Representative,3,Other,3,13000,22,1,Yes,Non-Travel,4,2,2,1,3,0,9,6,2,8,1,Yes
1541,57,Male,Single,Human Resources,Human Resources,3,Medical,1,7626,16,0,No,Travel_Rarely,24,1,3,3,3,1,1,24,17,39,0,No
1542,24,Male,Single,Research & Development,Laboratory Technician,4,Marketing,4,4160,13,0,No,Travel_Rarely,21,2,1,1,3,5,4,2,1,5,0,No
1543,40,Female,Divorced,Sales,Sales Representative,2,Life Sciences,4,6589,20,1,No,Travel_Rarely,1,1,3,2,4,2,3,37,35,19,0,No
1544,49,Female,Single,Research & Development,Manufacturing Director,2,Marketing,3,8063,14,1,No,Travel_Rarely,7,4,2,3,3,4,8,19,7,32,0,No
1545,28,Female,Single,Research & Development,Research Scientist,4,Life Sciences,3,8628,22,2,Yes,Non-Travel,1,2,2,1,3,2,3,33,16,12,1,Yes
1546,39,Female,Divorced,Research & Development,Manufacturing Director,2,Medical,4,16832,14,0,No,Travel_Rarely,9,2,1,1,3,1,7,29,4,19,0,No
1547,39,Female,Married,Sales,Manager,1,Medical,4,14256,13,1,No,Travel_Rarely,3,3,2,1,3,3,7,16,12,22,0,No
1548,42,Male,Married,Research & Development,Research Scientist,4,Human Resources,2,5582,20,2,No,Travel_Rarely,12,3,2,2,4,1,5,9,8,23,0,No
1549,39,Female,Married,Research & Development,Laboratory Technician,3,Life Sciences,3,16348,16,0,No,Travel_Rarely,19,1,2,3,3,2,5,34,32,18,0,No
